日期,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
2016-05-10,15128.44,8273.719,1852.125,3865.313,1324.219,4575.844,7541.063,5157.938,6085.5,13584.28,11796.28,15730.13,15365.91,16750.78,17107.78,17885.81,16330.5,15832.41,15090.56,16142.06,13200.94,14056.78,12411.56,11434.03,8562.844,7003.688,6846.375,7406.531,4586.344,5160.844,3678.375,3618.656,3199.781,3138.75,3167.813,3434.25,3236.156,3164.813,3167.531,3181.5,3183.0,3178.688,3181.125,3181.313,3183.0,3177.563,3182.813,3178.313,3176.063,3182.25,3180.0,3181.688,3181.125,3178.313,3180.094,3177.844,3163.781,3176.625,3567.375,3462.938,3539.438,3192.375,3154.125,3178.875,3181.594,3182.25,3181.875,3181.781,3181.688,409.5938,615.6563,1331.719,1498.594,1442.344,1334.063,1273.781,587.25,975.375,2272.125,3735.469,2923.594,3338.531,2991.094,1545.75,1042.313,951.0,623.8125,728.0625,2817.656,4262.813,2873.531,5428.406,4471.688,3889.969,4112.156,4559.531
2016-05-11,3531.656,2299.031,1585.406,3177.469,3901.125,6757.125,7290.188,9334.501,7934.813,8212.781,4870.688,5098.875,3952.406,4874.625,1704.469,1365.188,2042.813,1271.438,2425.875,4001.531,3373.594,3670.125,3561.281,2339.344,3132.844,1999.781,1115.719,1372.875,1817.25,1923.469,1730.531,1600.688,393.0938,31.03125,2724.188,4425.375,4036.688,5415.469,4320.844,3887.156,5717.25,4191.469,4864.5,5771.156,4857.938,5725.406,4189.125,4703.344,4909.031,5305.313,4293.75,4426.219,3731.531,1405.406,2547.469,7903.313,8283.845,5110.219,4287.188,5520.75,4242.563,2889.281,3071.625,8617.876,12896.25,16187.63,26364.56,22909.69,20614.41,15217.13,19672.78,13388.16,11833.22,11981.25,13028.34,15581.72,17204.44,13584.19,14928.94,14318.53,9007.781,8509.688,9246.0,7494.188,5657.532,7379.156,8787.563,5566.219,5266.031,6616.781,5446.782,6304.219,8149.406,8285.438,5626.969,2561.25
2016-05-12,1385.531,836.25,442.6875,472.5,526.2188,831.375,769.125,1506.0,816.0938,2692.781,4821.75,3041.344,3394.5,3105.094,3936.938,9164.438,7083.375,8785.125,10145.81,10943.16,9529.595,10380.94,10975.03,12072.84,9263.063,5591.25,3520.969,3186.469,2889.375,7198.313,11823.28,13120.5,14712.56,14427.19,10073.53,11188.69,8518.313,6685.594,5887.688,8847.0,8690.063,13596.66,18907.03,6570.469,8806.406,11928.28,5811.281,9385.875,20173.13,9080.344,7434.844,3181.875,4614.563,6821.719,9290.719,10405.41,5306.625,4487.25,8880.656,2495.063,12963.75,14841.94,7097.438,8188.594,20391.94,14927.25,10120.59,29132.63,22304.63,23117.44,14381.72,37471.41,35495.34,37893.09,28293.19,29610.0,27186.47,22174.22,23826.09,21678.09,24678.0,28811.34,27649.88,24200.63,29633.44,28464.19,20584.5,13442.25,15031.41,19052.44,17172.38,21666.66,29535.0,30950.06,29997.19,28747.31
2016-05-13,29517.0,31396.69,27441.47,27354.19,29997.19,31962.56,34357.31,34059.75,34682.91,34792.22,35163.0,34324.69,34163.06,35058.75,32896.78,33061.41,32284.78,31754.53,30705.75,33312.94,33547.69,33159.38,32565.19,28234.41,27602.63,26922.84,23776.22,22490.06,23894.16,25820.72,24919.03,24048.94,21745.69,18748.5,19394.81,20288.06,19639.22,27602.25,24063.84,33126.56,31651.69,36488.16,32279.06,34252.88,35499.94,32070.47,29868.0,27360.28,31650.84,35322.38,25103.16,27976.88,33929.44,36695.91,32344.22,33922.22,32875.31,30486.66,34933.03,35948.34,25448.91,31916.81,34875.84,28060.13,35542.31,37964.25,38745.66,35547.09,38105.81,35246.53,31101.84,27863.63,27312.47,30319.22,24904.03,28974.84,22621.22,24373.69,23776.41,23575.5,23509.78,20205.66,23740.78,22542.28,28870.13,29060.63,30225.66,29392.41,30351.75,35272.88,31880.81,33258.94,33111.75,34161.66,25986.84,18913.13
2016-05-14,19070.81,18945.28,23805.28,24983.06,24951.66,25214.53,24423.84,24687.75,26321.53,26763.28,24987.0,22369.41,20749.69,18889.69,21470.06,18128.16,18249.0,22398.66,21404.72,26936.81,22884.09,22863.19,24518.34,19804.6,16769.16,14486.34,15845.06,14224.13,11787.94,12072.19,11757.47,14335.5,16291.97,17893.78,14569.13,11595.75,13021.31,11972.25,14633.53,13439.53,10686.94,11924.72,11854.78,13278.56,15568.59,18585.28,18757.59,15858.09,11560.41,11106.56,8565.0,11542.88,4819.875,9250.125,12201.0,4621.875,9122.344,6529.5,2264.063,5172.375,8538.281,7231.032,9123.563,3876.75,5876.719,8426.063,2544.469,5032.781,3448.969,4269.094,10138.31,23316.0,23545.03,28691.53,34578.0,30146.44,23691.19,25211.72,16655.91,29124.0,29909.53,20751.66,18881.25,34487.63,32120.34,26693.91,25311.47,23524.97,30650.91,32722.69,29245.41,19829.53,15273.0,14155.69,12525.75,11303.72
2016-05-15,10770.0,9649.031,9260.345,9587.719,8264.345,9609.469,8072.25,6170.344,4819.219,5501.438,5608.406,8825.344,7881.188,6093.938,7044.188,7400.156,8821.969,9336.282,7762.313,10760.06,17487.56,9043.875,6727.5,6254.438,8283.094,6905.813,7003.688,9270.188,11717.25,14862.75,7704.75,14167.97,14022.0,12052.97,13417.03,13859.25,15479.81,16169.25,17330.81,17595.19,18828.47,19213.69,22477.88,20152.59,19288.78,28768.03,34102.88,26747.25,25054.78,19076.91,18557.63,16561.78,16626.38,27675.56,23177.63,14672.44,14752.69,11414.16,12801.56,16065.66,9755.063,11598.75,3183.375,20263.31,16078.03,12526.59,24427.69,21707.53,8072.063,20303.81,26632.78,29551.69,27267.94,21537.47,19918.69,17144.44,23315.06,26114.06,24165.47,18305.53,13791.84,8835.281,8655.0,20492.44,27203.34,25549.69,32244.09,33935.63,33483.19,32765.72,27665.63,20987.72,16656.28,12542.72,11092.13,14324.06
2016-05-16,23662.88,26068.78,22773.19,17266.03,20372.06,25626.56,17980.22,23189.72,22091.25,19582.22,14147.81,18939.28,19971.19,14394.56,16533.38,15707.16,20049.94,16613.16,16248.38,17704.97,9483.281,9480.376,8145.188,9748.406,8492.25,4360.969,2072.906,1091.625,3529.875,4934.344,3875.813,3231.844,4574.438,3549.75,1984.875,4173.281,4192.125,3600.75,2429.719,3849.469,10805.81,9583.875,6672.469,8175.094,9079.688,17032.88,12054.0,12835.78,11644.97,11391.84,10524.09,9216.656,9950.531,4576.219,9112.875,6885.281,3769.125,5177.344,4001.344,3188.531,3629.719,2018.344,5468.625,2724.656,4651.688,1926.938,3208.313,3769.594,1100.438,2263.125,-44.15625,107.0625,-65.71875,-67.125,-58.125,181.5,1331.063,3133.313,2827.125,3648.469,3427.5,7158.469,7104.938,8487.563,6490.781,5654.813,5233.594,5469.938,7611.844,7957.875,2153.156,517.3125,166.2188,697.875,307.9688,105.2813
2016-05-17,464.7188,1966.5,656.9063,695.9063,501.1875,2325.563,1834.875,1597.125,1733.719,1596.938,967.7813,921.1875,107.9063,-106.5,-104.8125,-97.40625,-93.46875,-51.75,-37.5,-43.3125,-44.25,-36.9375,-42.9375,-44.4375,-42.1875,-44.25,-57.84375,520.125,-87.0,-101.3438,-78.5625,120.9375,314.25,757.2188,1758.844,3424.313,6616.125,10429.03,16379.81,21047.06,25277.44,23406.94,22888.03,21999.28,21856.31,24816.28,27591.0,34139.06,36950.91,37933.03,36663.94,37451.06,34529.72,32771.72,35943.0,35997.84,37379.72,36010.69,36435.47,36479.81,35185.31,32939.06,35030.53,34710.85,35633.16,33000.0,34914.09,33152.34,35463.28,32592.38,34653.75,32414.16,30019.78,28913.34,32214.38,35477.81,34861.59,35102.72,35528.72,38523.19,36630.56,37347.19,36053.72,36870.66,35066.06,33757.31,35991.66,35427.66,36974.81,36912.38,4173.094,29650.97,13662.94,3139.125,10498.22,12080.25
2016-05-18,19370.44,20295.94,16542.47,5934.938,14804.81,31692.47,37565.25,37113.75,36880.97,35802.56,34480.69,34510.78,35950.22,34353.19,31723.59,35197.69,35366.53,34168.31,35319.47,35571.19,36364.78,34829.81,33941.16,35664.47,35755.22,36220.78,35393.72,37717.03,39764.16,39948.38,41754.38,42510.84,42256.5,39045.56,41314.5,39473.16,38082.66,39731.63,41326.69,41582.53,41337.47,39753.0,39510.28,40575.47,38088.47,40742.81,37959.38,37103.34,38923.22,39795.0,38455.88,39676.88,41191.13,38178.47,36345.56,36609.56,39326.91,39502.41,40160.72,39250.5,35223.38,40721.06,39584.53,36787.59,37871.63,35660.53,38866.78,35975.16,39057.66,35997.0,38434.69,36743.16,37775.81,38641.69,38183.91,38362.41,39864.56,39560.34,39605.63,38817.09,31932.38,39852.47,42697.22,43457.06,42703.88,42169.69,41973.19,40815.28,42159.66,41716.03,38529.0,29854.88,26554.41,23168.91,23561.63,28163.72
2016-05-19,22472.44,23982.84,30427.88,34380.47,37611.28,41720.06,36870.28,21931.97,27430.22,39017.53,37909.88,21086.25,33505.78,28738.5,16818.28,31462.22,27599.63,38825.91,29802.94,37242.28,41622.19,42566.25,40215.94,39248.06,33469.69,40343.63,43637.06,43762.69,43379.72,41512.88,41823.0,42508.13,41728.69,37637.16,33247.88,31817.72,29969.53,28894.88,21079.31,13049.25,14678.25,16733.44,12290.34,13044.84,10300.13,15484.59,14870.72,16635.38,18759.84,23736.75,11665.03,9739.781,8209.594,8005.219,3877.688,8013.281,5114.25,6464.906,994.3126,3561.188,2520.656,1423.125,1210.875,919.0313,1599.094,424.6875,159.375,64.03125,73.21875,-6.28125,10.21875,11.71875,13.03125,9.0,13.78125,7.5,27.375,199.9688,1200.75,1270.688,2853.844,2857.969,2617.688,2912.906,3094.5,8039.157,8113.969,8074.031,10509.56,11900.06,10884.56,13913.53,13313.72,14987.72,16536.09,10366.88
2016-05-20,5686.969,5560.219,10628.72,10979.91,12606.47,10883.63,11897.72,9310.781,12386.16,11130.66,14497.22,13065.09,13352.72,14524.03,13957.13,14423.44,13699.31,14285.44,12425.63,6586.219,5817.375,2920.875,1433.906,786.0,1209.656,3643.969,2181.281,1523.063,2129.438,2839.875,5215.219,6012.938,4962.844,4794.75,5118.656,3432.375,3042.75,2687.813,2608.969,2020.031,2306.156,1423.125,1427.531,817.0314,469.7813,650.4375,202.0313,912.5626,488.4375,85.40625,19.59375,20.53125,1990.031,3974.25,1629.469,1493.063,587.1563,28.6875,2212.125,3503.531,935.4375,321.6563,303.0938,306.8438,1128.469,1799.625,2709.75,1496.625,1283.625,2261.344,2625.844,1563.375,1098.938,2048.813,2617.031,3489.0,3785.25,4253.25,5219.063,5248.875,6001.969,7351.969,8176.125,11854.88,12505.13,11484.75,14091.19,15617.16,16555.13,14183.25,12076.5,13064.06,12095.63,14719.5,15223.69,13749.38
2016-05-21,7646.907,9087.844,11061.75,9083.906,9787.969,12945.84,10563.38,12192.56,12203.25,14317.31,12028.41,10865.53,7689.188,5095.5,4445.438,2646.75,1143.938,763.5,787.875,1963.594,3113.625,5570.906,3450.0,3417.375,2681.25,1714.688,1076.625,650.5313,1166.531,882.9375,313.3125,563.4375,687.6563,2088.656,2196.0,1552.875,2150.813,2251.781,1636.875,1293.0,2326.031,13113.09,13796.81,10014.75,14200.13,14419.31,16735.69,21809.44,10800.75,20049.47,15904.41,14622.0,13468.97,13632.19,10644.47,12462.28,9941.813,7897.031,9303.188,15753.38,16540.97,9179.156,10011.94,10151.44,6299.25,6135.563,13706.16,9743.625,7769.438,10503.09,10670.16,11929.5,14266.03,10920.0,20776.88,20312.34,28529.91,18839.44,24378.56,40576.5,13025.81,1406.906,4114.219,18141.28,16351.78,29488.78,28716.19,25358.34,28560.38,24949.41,29940.19,29018.16,32002.22,32267.44,26908.88,24675.28
2016-05-22,28423.13,28356.94,27923.72,30487.88,27651.84,11105.72,10362.94,12054.56,11068.69,8899.313,7854.75,10528.78,7783.875,8241.563,8148.282,9597.563,7339.219,7906.313,5643.844,5321.063,8241.845,10771.31,13489.78,5687.906,542.0625,1553.063,8163.375,-120.4688,221.625,-67.59375,45.1875,875.6252,23102.44,40214.06,41299.88,40136.34,36415.5,28788.19,15972.19,13469.44,6971.25,13728.84,11176.78,17389.88,10875.0,19343.06,33170.91,24144.09,22744.13,22431.47,25817.72,33880.41,23517.38,21562.13,16735.69,17484.56,11714.25,10109.06,15262.5,26529.66,11689.31,4860.469,536.5313,3050.063,7120.781,10385.63,11237.44,11829.19,11832.28,19216.03,21384.75,42967.78,39942.0,42587.16,33349.31,26127.56,27796.97,19333.41,8452.219,2226.375,3645.844,10738.69,7569.0,12285.47,43798.97,43943.25,35299.41,16926.28,11594.63,11465.25,11947.59,12045.75,12129.09,9264.844,8338.219,7133.438
2016-05-23,9910.5,12704.25,16324.78,12383.72,9264.375,10221.56,9315.469,6221.906,3214.125,2650.781,3335.25,2064.656,2009.438,5010.844,6839.813,6517.5,5001.844,8255.719,6741.188,6486.563,4973.344,2722.031,3910.875,4905.844,3465.656,3557.25,3678.094,5081.156,6581.344,5856.0,3785.25,3827.438,4542.094,4141.125,3346.219,3296.25,1622.156,1496.719,1683.469,3033.188,3292.406,5970.094,5149.688,5685.938,4925.438,3942.938,5228.344,1882.125,2604.094,2630.906,3145.594,2720.719,2929.5,2727.844,3399.656,3222.0,1658.719,2225.719,3821.25,2420.344,3457.781,2301.0,1571.438,1742.531,2352.563,1930.594,1854.094,1748.25,1568.25,1807.969,1806.938,1513.125,2285.625,2139.469,2069.344,2445.0,1858.406,3631.875,5112.75,4834.031,6768.469,7377.563,7448.157,7795.688,8758.876,8051.438,6718.781,9491.906,9222.094,8100.375,7236.375,7304.531,8546.063,9239.531,8423.345,8043.375
2016-05-24,9281.063,10584.56,8539.219,6700.875,11941.88,12086.81,11919.75,10833.84,11705.81,12494.16,10464.56,8046.844,4709.531,3476.344,4912.031,3564.938,5522.531,8864.25,10230.75,8696.438,7145.813,4597.969,4238.531,3602.438,2430.0,4997.719,7708.219,7945.875,11098.69,13424.81,16259.34,15756.09,22954.13,25813.5,28312.69,33957.94,31722.47,31763.81,36447.56,33336.19,35908.41,36795.09,34026.19,31763.25,28852.78,36336.56,33768.84,30081.75,30455.91,31299.0,31788.19,24833.16,23880.19,17419.88,42337.59,22557.19,27188.72,14216.34,35075.06,30739.97,10324.78,9615.938,4484.063,3310.688,4042.313,3878.719,4266.282,6279.094,8043.281,8912.063,7212.938,3458.906,2315.625,2800.875,3394.5,2890.781,2572.875,2690.813,4565.719,7204.688,8310.188,8773.406,13948.31,20280.75,21385.41,22516.69,31697.25,36112.13,40797.09,40944.19,41672.72,42404.72,35820.47,23612.91,11720.06,12231.75
2016-05-25,6157.688,5852.625,9771.001,13402.78,18297.94,20394.19,18883.59,13996.5,10887.66,9592.219,15366.84,11306.44,8598.188,9597.282,8507.344,7330.594,5975.719,2874.563,2594.719,1525.406,471.6563,87.5625,-109.9688,-108.5625,-64.40625,15.0,-33.1875,499.3125,241.3125,710.5313,553.4063,954.0,881.625,1348.969,1894.781,2260.125,3317.344,2128.125,2055.0,1838.719,1196.438,1484.438,1449.0,2503.031,2626.875,3299.719,4007.813,4133.157,6303.75,9002.813,14614.69,14976.56,14090.16,10719.19,13635.94,14765.53,16164.56,20914.69,18891.09,21336.56,25511.34,27318.19,24073.78,29327.72,28165.88,28419.75,28505.91,30372.84,31097.16,30405.75,28786.03,30997.59,31301.91,28376.25,29748.75,30712.13,29310.47,23549.16,19822.78,23506.31,18423.75,13680.38,15143.25,14908.69,16074.56,16069.59,16793.81,16754.06,19923.94,16740.94,24617.91,26449.78,27245.72,25458.38,23169.75,21396.94
2016-05-26,22492.88,21096.09,15464.06,14076.47,14385.19,12536.91,12011.63,12634.13,10470.94,10502.16,10366.13,14583.19,16281.47,10937.53,8890.031,8923.875,2843.438,4035.094,8738.25,11232.47,9073.031,5868.281,9645.188,11170.59,9698.625,8401.406,10175.63,10738.69,12079.41,13192.59,18964.41,21468.84,23167.78,26048.72,33120.66,31213.22,33030.75,32261.81,37179.94,31748.25,23228.44,24514.13,22982.81,15882.56,23805.84,19770.84,13376.34,15773.53,12234.0,8681.438,9646.031,6071.531,3588.75,2196.375,4961.156,1572.0,843.1875,51.0,1528.969,9791.813,9748.219,11404.22,4599.563,10113.19,10182.84,12101.63,7362.469,1038.375,3044.344,2940.563,1549.219,-94.03125,39.0,259.0313,3647.063,4990.031,3111.281,-99.5625,-40.3125,215.9063,2644.125,2708.344,1187.438,5258.344,10856.91,11904.28,20867.53,15013.88,14347.88,835.125,113.4375,58.125,735.9375,-11.0625,-58.40625,-33.9375
2016-05-27,-48.1875,412.4063,1236.938,1527.469,602.7188,264.75,848.0625,446.25,4.3125,74.4375,-105.375,-105.4688,427.3125,1105.688,541.2188,237.8438,243.1875,49.3125,-76.21875,-77.4375,61.3125,99.0,575.4375,437.5313,235.875,73.96875,-51.375,29.8125,-46.78125,-73.21875,-84.65625,-63.9375,-38.25,-38.8125,-36.75,-36.375,-36.1875,-39.0,-45.75,-38.8125,-38.625,-35.625,-44.8125,-49.5,-57.5625,-27.09375,-40.3125,36.75,215.5313,381.6563,570.2813,1429.594,733.6875,510.75,276.1875,868.5939,3047.719,4410.188,4768.313,4791.094,6783.563,1626.094,753.4688,5041.5,3049.688,1120.031,3813.938,5394.469,5009.344,6382.782,3836.344,6670.594,6761.532,3369.375,6276.469,7842.281,6531.657,6377.625,5355.656,7761.844,9668.906,8774.438,10456.69,10541.06,10745.81,6216.375,6276.469,5140.688,4086.094,4161.75,2263.406,1270.031,772.6875,68.53125,-90.375,-86.8125
2016-05-28,-51.0,-38.0625,-38.4375,-40.3125,-42.9375,-54.09375,-51.0,-44.4375,-39.9375,-49.125,-42.5625,-47.625,-47.8125,-50.25,-57.375,-43.125,-41.25,-31.03125,-48.09375,-43.125,-45.375,-49.875,-42.0,-56.90625,-54.0,-40.3125,-42.75,-37.6875,-45.375,-41.4375,-40.6875,-40.875,-40.3125,-36.9375,-40.3125,-42.9375,-44.0625,-42.375,-37.5,-42.1875,-43.6875,-40.6875,-49.03125,-32.25,199.7813,100.5,-22.875,-68.0625,-50.4375,80.34375,35.71875,-11.34375,-40.59375,182.3438,105.2813,-30.46875,-33.65625,-50.25,-52.875,-62.625,21.375,327.1875,110.3438,850.2188,1546.406,1011.563,1712.531,1907.063,2798.438,2725.969,2554.313,3430.5,3781.031,4345.5,5731.031,4727.156,4280.906,7044.0,7216.125,10727.44,14757.94,12622.88,11414.81,10950.09,23980.97,30071.63,27568.22,17135.81,17637.0,15372.75,15609.84,22434.19,20204.34,21441.19,19795.22,20972.72
2016-05-29,25429.69,24274.41,22867.88,24108.84,23368.59,21282.66,20768.34,21030.19,21590.06,19313.44,12335.44,5437.781,3943.313,4505.531,8030.719,4665.469,3109.5,1361.719,2477.063,2063.25,3719.719,5905.875,8201.438,11156.81,7452.469,4561.781,7056.281,8061.094,6784.219,7489.875,9114.188,11383.41,14179.03,14275.41,14932.78,15177.47,13151.16,0.0,12466.88,12944.91,12307.03,11709.56,12459.94,9185.72,9344.531,11067.19,10162.59,9974.251,7521.563,7813.781,8662.313,11585.25,8898.094,8838.656,9405.751,8813.813,6686.813,7787.063,8824.969,5499.563,5487.469,7027.031,8510.813,7585.969,6925.313,4981.969,4944.094,7550.156,7842.563,9315.281,8270.438,7083.469,7138.406,7587.094,8257.875,8438.532,7009.688,10393.13,9409.688,11586.84,15204.94,16129.03,14440.97,17522.72,24083.06,24470.16,21134.16,22999.78,21282.75,24445.31,24999.47,25361.53,25450.31,19698.09,16843.03,18644.81
2016-05-30,23807.63,25000.59,30206.72,31058.25,28560.56,17980.03,19235.06,21874.5,29787.38,29802.84,29723.63,30383.25,26389.5,21447.47,19734.56,18380.44,19246.59,22009.31,17589.38,28943.72,37393.69,34422.75,28458.09,21708.28,17906.06,11756.72,11589.19,11219.34,10099.59,12292.69,14915.81,18430.88,21243.84,26950.5,24936.0,26880.66,25342.97,30224.81,31041.19,28330.78,29073.66,29420.63,25834.59,24603.56,21911.06,21608.63,27598.03,26716.88,24481.97,16476.28,17775.0,14787.84,19226.91,21044.16,19008.0,21218.44,20023.31,20949.56,26563.69,20233.88,17410.13,14881.31,14568.75,15415.88,16302.66,16368.28,17278.97,25364.81,21982.22,21521.53,25234.13,20256.0,16881.66,14061.47,14599.22,14194.59,20160.28,16132.41,19932.75,20690.16,19834.5,16840.13,16587.66,14723.25,11973.56,10824.38,15384.47,10334.16,8243.813,14158.5,11442.75,10485.56,14019.28,15217.78,19656.19,12411.84
2016-05-31,11634.84,16696.88,18568.59,16420.41,18146.06,18381.75,11912.06,25986.66,26508.28,29399.25,27139.41,22113.47,9585.75,5800.406,1026.0,288.375,-17.8125,-33.9375,368.5313,383.25,725.25,935.9063,435.75,984.0938,2462.625,2860.125,3688.313,4051.031,2984.719,2411.813,1353.188,1651.125,1532.719,876.9375,1160.531,1574.906,2773.313,3793.031,4298.438,4504.313,6006.938,9805.595,11141.25,13969.41,13478.91,11568.47,14050.03,10650.28,9054.376,6727.781,9853.031,10136.63,8192.906,11270.44,7735.969,11298.0,9722.25,9124.125,14388.47,10819.78,11771.34,12185.81,10423.69,15086.44,18317.34,19175.34,20134.69,26061.75,32536.03,31922.63,33738.0,28125.09,22250.72,20453.63,19906.13,12648.84,7425.094,4534.875,9468.188,10277.34,6586.782,2747.438,498.5625,864.2813,1136.625,444.6563,998.9063,1904.438,2450.25,5227.688,7395.0,6288.188,6533.531,6193.875,7173.469,6214.969
2016-06-01,10583.63,12298.41,10696.78,11956.31,7357.688,6807.469,6172.125,5463.75,5561.156,7874.438,10004.72,13147.97,10768.88,10420.88,9990.563,10371.09,9212.625,7416.938,5141.25,3697.219,5076.281,1619.719,509.8125,372.375,1053.281,821.7188,136.125,-32.8125,-80.15625,-54.1875,-38.25,-46.125,1724.063,3330.563,3304.031,3138.75,4704.938,3257.625,3758.813,5352.938,6956.063,8674.688,9187.969,9113.063,11986.78,11961.56,8076.656,8154.469,8812.969,7824.938,9168.656,9080.25,8762.156,8611.875,9899.719,11261.16,13875.47,15435.84,18140.63,11006.25,17469.56,13643.91,8972.344,12587.34,13762.88,21267.09,25619.72,15770.25,10615.41,14279.44,10669.03,4295.063,5018.719,6947.438,9331.031,10846.69,15138.84,19852.69,26323.59,27197.72,28431.66,27494.16,25343.53,25684.41,25467.28,26482.59,32233.03,29215.59,25039.97,23366.81,25773.19,23990.34,22560.28,19470.38,19702.78,16014.19
2016-06-02,18436.78,18348.94,15837.47,16712.25,15765.38,18822.94,21794.06,19245.75,20328.09,13378.5,6986.907,5478.656,5172.281,6482.156,3875.344,8563.594,9531.563,3354.469,589.2188,-52.125,-42.375,-37.6875,-33.9375,-36.0,85.21875,283.6875,369.75,716.7188,7.3125,-16.78125,414.9375,3924.188,3042.281,1681.688,587.9063,1487.906,81.28125,-71.25,-84.375,-69.28125,433.3125,1233.281,2357.625,4992.188,4210.875,4358.625,4684.313,4749.0,3855.844,2971.313,4252.594,3326.906,3706.781,2340.375,1715.719,3383.344,6903.375,5062.219,6680.344,12697.13,10941.0,9803.25,19682.44,18850.69,11992.41,12928.69,23318.72,23154.75,12619.78,5316.0,2635.406,6218.156,6576.656,19991.81,43130.72,43139.34,42755.72,43025.34,41568.47,41453.06,40295.53,36925.41,16799.53,9062.532,14515.41,9250.406,7936.969,4577.063,3441.375,6706.313,6356.531,4314.75,4326.094,3165.094,2760.375,2171.063
2016-06-03,4191.469,2858.25,1771.875,2505.469,3345.375,3404.156,2675.906,3509.719,3712.031,2809.125,3565.406,7861.782,9167.063,12216.47,15604.03,15282.94,15326.63,14205.09,13722.84,11663.25,7382.532,3196.781,733.3125,1836.656,1855.781,692.5313,441.0,282.6563,-70.6875,-60.375,-51.0,-45.1875,-44.0625,-39.1875,-41.25,-44.625,-45.375,-40.875,-47.15625,-36.9375,-39.0,-48.46875,-44.8125,21.9375,20.625,973.9688,2255.156,3239.25,3541.781,3889.594,4643.063,6957.938,4618.125,7983.188,7690.781,9403.407,5972.625,5465.719,3916.781,4441.219,4439.063,3994.688,4599.094,4031.063,7035.75,8191.032,11175.66,9516.75,12031.59,11445.66,13072.13,16986.94,16803.28,14207.25,11087.53,8920.781,8299.22,8581.313,8629.125,8962.125,9358.875,12225.0,14177.16,15099.28,14713.59,16849.88,27947.53,32367.19,37404.75,38606.72,36840.28,38709.19,35401.03,29932.13,26334.66,21741.75
2016-06-04,21112.03,21193.59,22780.41,25187.72,26253.94,29982.75,24373.31,21153.84,19569.66,31479.84,34749.84,33045.66,28640.63,23208.19,26905.69,19860.47,18999.09,12087.38,9823.782,12463.41,14932.59,12206.91,9445.781,10245.94,12494.63,12518.16,9435.0,10893.0,9133.97,8973.75,7201.5,5826.188,-196.5,2611.313,1611.75,2841.844,4473.938,5499.094,6487.032,6329.156,7421.344,4764.094,5306.438,4048.031,4652.625,4806.563,4945.594,5045.625,7716.0,8318.625,5475.938,7391.156,9931.406,9276.188,7700.344,4475.813,4683.281,1800.844,5175.563,7475.156,1492.594,919.4064,5582.344,3002.531,1052.719,2082.656,619.2188,68.71875,2511.75,1465.781,4996.5,4452.75,2906.531,2136.469,1986.469,2997.281,4598.813,2738.156,3645.844,4597.313,6455.532,11235.38,17093.63,17874.47,19790.06,22871.63,18887.81,17087.91,14110.31,10087.13,8778.938,8662.313,6112.969,5324.344,4248.75,3661.219
2016-06-05,1984.219,1725.75,2301.938,2315.813,1714.5,1098.938,603.2813,468.8438,-75.46875,-52.6875,-43.125,-42.375,-19.3125,2842.406,3665.625,3358.406,1737.281,824.1563,1071.094,1129.125,827.625,1048.781,1872.188,1626.281,747.375,-53.90625,-73.3125,-80.25,118.5,78.09375,-52.5,-57.5625,-52.3125,-45.5625,-44.90625,-37.875,-40.6875,-45.9375,-83.15625,-15.75,12.0,29.625,-39.375,-61.875,-48.65625,-57.46875,-15.28125,76.3125,-7.875,334.2188,161.25,32.90625,43.3125,183.9375,441.0938,330.8438,240.5625,32.4375,-77.625,86.25,157.875,389.4375,1536.656,1019.625,1441.031,828.0938,2112.281,1679.25,2374.969,1862.906,3073.219,3225.469,2926.219,3449.438,3949.875,5224.781,6238.875,10081.03,9428.25,10007.25,13755.28,16592.91,14536.88,15311.63,15683.44,18620.06,20755.88,23700.94,21313.97,15374.34,9935.72,9433.406,10092.38,16131.84,16364.25,15812.44
2016-06-06,16498.69,17057.25,20873.53,22861.41,21527.06,21210.0,22829.06,28030.6,26570.81,28760.91,30532.13,29295.0,25528.97,22431.19,20847.47,21053.34,24299.91,21788.53,16349.34,13424.63,13399.97,11386.22,11327.16,11165.06,9805.031,7679.907,6500.063,8829.281,9927.563,12458.44,17331.0,19762.31,23779.41,23883.66,28328.16,25389.47,28442.44,29676.84,26569.97,27118.97,32844.47,31320.09,30351.75,30210.84,27980.91,33197.53,33076.69,33088.03,33364.13,35987.06,38714.44,39306.38,37168.97,36773.44,35759.63,37331.91,38776.03,38629.97,37344.66,39576.28,39298.69,38853.56,37959.84,38499.56,41196.38,37736.06,38324.63,40084.22,36835.41,40300.97,36877.5,36925.97,37788.47,37765.03,39087.94,36697.22,37900.31,36724.13,38070.94,40347.84,40352.72,39436.41,39069.0,23296.41,7193.438,5117.063,5716.219,3112.031,1773.469,1337.813,5171.156,12793.59,8777.719,7561.125,7538.156,7549.64
